Game Name,Minimum Completion Time,Number of Achievements,TAD,Achievements per Hour,TAD per Hour
True Fear: Forsaken Souls Part 2,5.0,29,281,5.8,56.2
True Fear: Forsaken Souls Part 1,3.0,30,378,10.0,126.0
True Colours - A Date With Deception,0.25,47,0,188.0,0.0
Trucking 3D (Windows),5.0,20,362,4.0,72.4
Truck and Logistics Simulator,20.0,36,1407,1.8,70.35
Truck Racer,8.0,50,433,6.25,54.125
Truck Driver: The American Dream,15.0,35,1148,2.3333333333333335,76.53333333333333
Truck Driver,25.0,30,2005,1.2,80.2
Trover Saves the Universe,8.0,27,608,3.375,76.0
Trove,1000.0,43,13927,0.043,13.927
Troublemaker: Raise Your Gang,14.0,25,1719,1.7857142857142858,122.78571428571429
Trouble Witches Neo,10.0,12,147,1.2,14.7
Tropico 6 - Next Gen Edition,40.0,40,1700,1.0,42.5
Tropico 6 (Windows),40.0,40,2363,1.0,59.075
Tropico 6,50.0,40,2520,0.8,50.4
Tropico 5 - Penultimate Edition,38.0,70,2748,1.8421052631578947,72.3157894736842
Tropico 5 (Xbox 360),53.0,70,1730,1.320754716981132,32.64150943396226
Tropico 4,58.0,60,1077,1.0344827586206897,18.56896551724138
Tropico 3,40.0,49,900,1.225,22.5
Trophy,0.25,10,13,40.0,52.0
Tron: Evolution,15.0,41,2374,2.7333333333333334,158.26666666666668
Trollhunters: Defenders of Arcadia,8.0,29,517,3.625,64.625
Troll and I,32.0,26,3534,0.8125,110.4375
Trivial Pursuit Live! 2,8.0,15,1217,1.875,152.125
Trivial Pursuit Live! (Xbox 360),8.0,15,516,1.875,64.5
Trivial Pursuit Live!,8.0,15,959,1.875,119.875
Trivial Pursuit,8.0,34,589,4.25,73.625
Trinity Fusion,30.0,46,1603,1.5333333333333334,53.43333333333333
Trine Enchanted Edition,12.0,35,1411,2.9166666666666665,117.58333333333333
Trine 5: A Clockwork Conspiracy,25.0,62,1554,2.48,62.16
Trine 4: The Nightmare Prince,10.0,39,1259,3.9,125.9
Trine 3: The Artifacts of Power,6.0,28,516,4.666666666666667,86.0
Trine 2,6.0,12,102,2.0,17.0
Trigger Witch,8.0,57,651,7.125,81.375
Trifox,13.0,46,1166,3.5384615384615383,89.6923076923077
Tricky Towers,20.0,29,4993,1.45,249.65
Tricky Thief,0.5,22,378,44.0,756.0
Tricky Tanks,0.25,10,86,40.0,344.0
Tricks Magician,0.5,13,46,26.0,92.0
Tribes of Midgard,40.0,26,1899,0.65,47.475
Tribe: Primitive Builder,48.0,29,1555,0.6041666666666666,32.395833333333336
Tribal Pass,1.0,14,980,14.0,980.0
Trials of the Blood Dragon,20.0,20,6049,1.0,302.45
Trials of Mana,40.0,44,1508,1.1,37.7
Trials Rising,48.0,53,1975,1.1041666666666667,41.145833333333336
Trials HD,21.0,18,403,0.8571428571428571,19.19047619047619
Trials Fusion (Xbox 360),22.0,46,1915,2.090909090909091,87.04545454545455
